id,enhanceType,type,param1,param2,caption
2223,5,62,15,0,392
2224,5,62,16,0,392
2225,5,62,17,0,392
2226,5,62,18,0,392
2227,5,62,19,0,392
2228,5,62,20,0,392
2229,5,62,2,0,393
2230,5,62,4,0,393
2231,5,62,6,0,393
2232,5,62,8,0,393
2233,5,62,10,0,393
2234,5,62,12,0,393
2235,5,62,14,0,393
2236,5,62,16,0,393
2237,5,62,18,0,393
2238,5,62,20,0,393
2239,5,62,22,0,393
2240,5,62,24,0,393
2241,5,62,26,0,393
2242,5,62,28,0,393
2243,5,62,30,0,393
2244,5,62,32,0,393
2245,5,62,34,0,393
2246,5,62,36,0,393
2247,5,62,38,0,393
2248,5,62,50,0,393
2249,5,62,2,0,394
2250,5,62,4,0,394
2251,5,62,6,0,394
2252,5,62,8,0,394
2253,5,62,10,0,394
2254,5,62,12,0,394
2255,5,62,14,0,394
2256,5,62,16,0,394
2257,5,62,18,0,394
2258,5,62,20,0,394
2259,5,62,22,0,394
2260,5,62,24,0,394
2261,5,62,26,0,394
2262,5,62,28,0,394
2263,5,62,30,0,394
2264,5,62,32,0,394
2265,5,62,34,0,394
2266,5,62,36,0,394
2267,5,62,38,0,394
2268,5,62,50,0,394
2269,5,62,2,0,395
2270,5,62,4,0,395
2271,5,62,6,0,395
2272,5,62,8,0,395
2273,5,62,10,0,395
2274,5,62,12,0,395
2275,5,62,14,0,395
2276,5,62,16,0,395
2277,5,62,18,0,395
2278,5,62,20,0,395
2279,5,62,22,0,395
2280,5,62,24,0,395
2281,5,62,26,0,395
2282,5,62,28,0,395
2283,5,62,30,0,395
2284,5,62,32,0,395
2285,5,62,34,0,395
2286,5,62,36,0,395
2287,5,62,38,0,395
2288,5,62,50,0,395
2289,5,62,2,0,396
2290,5,62,4,0,396
2291,5,62,6,0,396
2292,5,62,8,0,396
2293,5,62,10,0,396
2294,5,62,12,0,396
2295,5,62,14,0,396
2296,5,62,16,0,396
2297,5,62,18,0,396
2298,5,62,20,0,396
2299,5,62,22,0,396
2300,5,62,24,0,396
2301,5,62,26,0,396
2302,5,62,28,0,396
2303,5,62,30,0,396
2304,5,62,32,0,396
2305,5,62,34,0,396
2306,5,62,36,0,396
2307,5,62,38,0,396
2308,5,62,50,0,396
2309,5,62,2,0,397
2310,5,62,4,0,397
2311,5,62,6,0,397
2312,5,62,8,0,397
2313,5,62,10,0,397
2314,5,62,12,0,397
2315,5,62,14,0,397
2316,5,62,16,0,397
2317,5,62,18,0,397
2318,5,62,20,0,397
2319,5,62,22,0,397
2320,5,62,24,0,397
2321,5,62,26,0,397
2322,5,62,28,0,397
2323,5,62,30,0,397
2324,5,62,32,0,397
2325,5,62,34,0,397
2326,5,62,36,0,397
2327,5,62,38,0,397
2328,5,62,50,0,397
2329,5,62,2,0,398
2330,5,62,4,0,398
2331,5,62,6,0,398
2332,5,62,8,0,398
2333,5,62,10,0,398
2334,5,62,12,0,398
2335,5,62,14,0,398
2336,5,62,16,0,398
2337,5,62,18,0,398
2338,5,62,20,0,398
2339,5,62,22,0,398
2340,5,62,24,0,398
2341,5,62,26,0,398
2342,5,62,28,0,398
2343,5,62,30,0,398
2344,5,62,32,0,398
2345,5,62,34,0,398
2346,5,62,36,0,398
2347,5,62,38,0,398
2348,5,62,50,0,398
2349,5,62,2,0,399
2350,5,62,4,0,399
2351,5,62,6,0,399
2352,5,62,8,0,399
2353,5,62,10,0,399
2354,5,62,12,0,399
2355,5,62,14,0,399
2356,5,62,16,0,399
2357,5,62,18,0,399
2358,5,62,20,0,399
2359,5,62,22,0,399
2360,5,62,24,0,399
2361,5,62,26,0,399
2362,5,62,28,0,399
2363,5,62,30,0,399
2364,5,62,32,0,399
2365,5,62,34,0,399
2366,5,62,36,0,399
2367,5,62,38,0,399
2368,5,62,50,0,399
2369,5,79,47,1,400
2370,5,79,47,2,400
2371,5,79,47,3,400
2372,5,79,47,4,400
2373,5,79,47,5,400
2374,5,79,47,6,400
2375,5,79,47,7,400
2376,5,79,47,8,400
2377,5,79,47,9,400
2378,5,79,47,10,400
2379,5,79,47,11,400
2380,5,79,47,12,400
2381,5,79,47,13,400
2382,5,79,47,14,400
2383,5,79,47,15,400
2384,5,79,47,16,400
2385,5,79,47,17,400
2386,5,79,47,18,400
2387,5,79,47,19,400
2388,5,79,47,20,400
2389,0,0,0,0,0
2390,5,19,10,0,401
2391,5,19,12,0,401
2392,5,19,14,0,401
2393,5,19,16,0,401
2394,5,19,18,0,401
2395,5,19,20,0,401
2396,5,19,22,0,401
2397,5,19,24,0,401
2398,5,19,26,0,401
2399,5,19,28,0,401
2400,5,19,32,0,401
2401,5,19,34,0,401
2402,5,19,36,0,401
2403,5,19,38,0,401
2404,5,19,40,0,401
2405,5,19,42,0,401
2406,5,19,44,0,401
2407,5,19,46,0,401
2408,5,19,48,0,401
2409,5,19,50,0,401
2410,5,19,10,0,402
2411,5,19,12,0,402
2412,5,19,14,0,402
2413,5,19,16,0,402
2414,5,19,18,0,402
2415,5,19,20,0,402
2416,5,19,22,0,402
2417,5,19,24,0,402
2418,5,19,26,0,402
2419,5,19,28,0,402
2420,5,19,32,0,402
2421,5,19,34,0,402
2422,5,19,36,0,402
2423,5,19,38,0,402
2424,5,19,40,0,402
2425,5,19,42,0,402
2426,5,19,44,0,402
2427,5,19,46,0,402
2428,5,19,48,0,402
2429,5,19,50,0,402
2430,5,19,10,0,403
2431,5,19,12,0,403
2432,5,19,14,0,403
2433,5,19,16,0,403
2434,5,19,18,0,403
2435,5,19,20,0,403
2436,5,19,22,0,403
2437,5,19,24,0,403
2438,5,19,26,0,403
2439,5,19,28,0,403
2440,5,19,32,0,403
2441,5,19,34,0,403
2442,5,19,36,0,403
2443,5,19,38,0,403
2444,5,19,40,0,403
2445,5,19,42,0,403
2446,5,19,44,0,403
2447,5,19,46,0,403
2448,5,19,48,0,403
2449,5,19,50,0,403
2450,5,19,10,0,404
2451,5,19,12,0,404
2452,5,19,14,0,404
2453,5,19,16,0,404
2454,5,19,18,0,404
2455,5,19,20,0,404
2456,5,19,22,0,404
2457,5,19,24,0,404
2458,5,19,26,0,404
2459,5,19,28,0,404
2460,5,19,32,0,404
2461,5,19,34,0,404
2462,5,19,36,0,404
2463,5,19,38,0,404
2464,5,19,40,0,404
2465,5,19,42,0,404
2466,5,19,44,0,404
2467,5,19,46,0,404
2468,5,19,48,0,404
2469,5,19,50,0,404
2470,5,19,10,0,405
2471,5,19,12,0,405
2472,5,19,14,0,405
2473,5,19,16,0,405
2474,5,19,18,0,405
2475,5,19,20,0,405
2476,5,19,22,0,405
2477,5,19,24,0,405
2478,5,19,26,0,405
2479,5,19,28,0,405
2480,5,19,32,0,405
2481,5,19,34,0,405
2482,5,19,36,0,405
2483,5,19,38,0,405
2484,5,19,40,0,405
2485,5,19,42,0,405
2486,5,19,44,0,405
2487,5,19,46,0,405
2488,5,19,48,0,405
2489,5,19,50,0,405
2490,5,19,10,0,406
2491,5,19,12,0,406
2492,5,19,14,0,406
2493,5,19,16,0,406
2494,5,19,18,0,406
2495,5,19,20,0,406
2496,5,19,22,0,406
2497,5,19,24,0,406
2498,5,19,26,0,406
2499,5,19,28,0,406
2500,5,19,32,0,406
2501,5,19,34,0,406
2502,5,19,36,0,406
2503,5,19,38,0,406
2504,5,19,40,0,406
2505,5,19,42,0,406
2506,5,19,44,0,406
2507,5,19,46,0,406
2508,5,19,48,0,406
2509,5,19,50,0,406
2510,5,19,10,0,407
2511,5,19,12,0,407
2512,5,19,14,0,407
2513,5,19,16,0,407
2514,5,19,18,0,407
2515,5,19,20,0,407
2516,5,19,22,0,407
2517,5,19,24,0,407
2518,5,19,26,0,407
2519,5,19,28,0,407
2520,5,19,32,0,407
2521,5,19,34,0,407
2522,5,19,36,0,407
2523,5,19,38,0,407
2524,5,19,40,0,407
2525,5,19,42,0,407
2526,5,19,44,0,407
2527,5,19,46,0,407
2528,5,19,48,0,407
2529,5,19,50,0,407
2530,5,19,10,0,408
2531,5,19,12,0,408
2532,5,19,14,0,408
2533,5,19,16,0,408
2534,5,19,18,0,408
2535,5,19,20,0,408
2536,5,19,22,0,408
2537,5,19,24,0,408
2538,5,19,26,0,408
2539,5,19,28,0,408
2540,5,19,32,0,408
2541,5,19,34,0,408
2542,5,19,36,0,408
2543,5,19,38,0,408
2544,5,19,40,0,408
2545,5,19,42,0,408
2546,5,19,44,0,408
2547,5,19,46,0,408
2548,5,19,48,0,408
2549,5,19,50,0,408
2550,5,19,10,0,409
2551,5,19,12,0,409
2552,5,19,14,0,409
2553,5,19,16,0,409
2554,5,19,18,0,409
2555,5,19,20,0,409
2556,5,19,22,0,409
2557,5,19,24,0,409
2558,5,19,26,0,409
2559,5,19,28,0,409
2560,5,19,32,0,409
2561,5,19,34,0,409
2562,5,19,36,0,409
2563,5,19,38,0,409
2564,5,19,40,0,409
2565,5,19,42,0,409
2566,5,19,44,0,409
2567,5,19,46,0,409
2568,5,19,48,0,409
2569,5,19,50,0,409
2570,5,19,10,0,410
2571,5,19,12,0,410
2572,5,19,14,0,410
2573,5,19,16,0,410
2574,5,19,18,0,410
2575,5,19,20,0,410
2576,5,19,22,0,410
2577,5,19,24,0,410
2578,5,19,26,0,410
2579,5,19,28,0,410
2580,5,19,32,0,410
2581,5,19,34,0,410
2582,5,19,36,0,410
2583,5,19,38,0,410
2584,5,19,40,0,410
2585,5,19,42,0,410
2586,5,19,44,0,410
2587,5,19,46,0,410
2588,5,19,48,0,410
2589,5,19,50,0,410
2590,5,19,10,0,411
2591,5,19,12,0,411
2592,5,19,14,0,411
2593,5,19,16,0,411
2594,5,19,18,0,411
2595,5,19,20,0,411
2596,5,19,22,0,411
2597,5,19,24,0,411
2598,5,19,26,0,411
2599,5,19,28,0,411
2600,5,19,32,0,411
2601,5,19,34,0,411
2602,5,19,36,0,411
2603,5,19,38,0,411
2604,5,19,40,0,411
2605,5,19,42,0,411
2606,5,19,44,0,411
2607,5,19,46,0,411
2608,5,19,48,0,411
2609,5,19,50,0,411
2610,5,19,10,0,412
2611,5,19,12,0,412
2612,5,19,14,0,412
2613,5,19,16,0,412
2614,5,19,18,0,412
2615,5,19,20,0,412
2616,5,19,22,0,412
2617,5,19,24,0,412
2618,5,19,26,0,412
2619,5,19,28,0,412
2620,5,19,32,0,412
2621,5,19,34,0,412
2622,5,19,36,0,412
2623,5,19,38,0,412
2624,5,19,40,0,412
2625,5,19,42,0,412
2626,5,19,44,0,412
2627,5,19,46,0,412
2628,5,19,48,0,412
2629,5,19,50,0,412
2630,5,19,10,0,413
2631,5,19,12,0,413
2632,5,19,14,0,413
2633,5,19,16,0,413
2634,5,19,18,0,413
2635,5,19,20,0,413
2636,5,19,22,0,413
2637,5,19,24,0,413
2638,5,19,26,0,413
2639,5,19,28,0,413
2640,5,19,32,0,413
2641,5,19,34,0,413
2642,5,19,36,0,413
2643,5,19,38,0,413
2644,5,19,40,0,413
2645,5,19,42,0,413
2646,5,19,44,0,413
2647,5,19,46,0,413
2648,5,19,48,0,413
2649,5,19,50,0,413
2650,5,19,5,0,414
2651,5,19,6,0,414
2652,5,19,7,0,414
2653,5,19,8,0,414
2654,5,19,9,0,414
2655,5,19,10,0,414
2656,5,19,11,0,414
2657,5,19,12,0,414
2658,5,19,13,0,414
2659,5,19,14,0,414
2660,5,19,16,0,414
2661,5,19,17,0,414
2662,5,19,18,0,414
2663,5,19,19,0,414
2664,5,19,20,0,414
2665,5,19,21,0,414
2666,5,19,22,0,414
2667,5,19,23,0,414
2668,5,19,24,0,414
2669,5,19,25,0,414
2670,5,19,5,0,415
2671,5,19,6,0,415
2672,5,19,7,0,415
2673,5,19,8,0,415
2674,5,19,9,0,415
2675,5,19,10,0,415
2676,5,19,11,0,415
2677,5,19,12,0,415
2678,5,19,13,0,415
2679,5,19,14,0,415
2680,5,19,16,0,415
2681,5,19,17,0,415
2682,5,19,18,0,415
2683,5,19,19,0,415
2684,5,19,20,0,415
2685,5,19,21,0,415
2686,5,19,22,0,415
2687,5,19,23,0,415
2688,5,19,24,0,415
2689,5,19,25,0,415
2690,5,19,5,0,416
2691,5,19,6,0,416
2692,5,19,7,0,416
2693,5,19,8,0,416
2694,5,19,9,0,416
2695,5,19,10,0,416
2696,5,19,11,0,416
2697,5,19,12,0,416
2698,5,19,13,0,416
2699,5,19,14,0,416
2700,5,19,16,0,416
2701,5,19,17,0,416
2702,5,19,18,0,416
2703,5,19,19,0,416
2704,5,19,20,0,416
2705,5,19,21,0,416
2706,5,19,22,0,416
2707,5,19,23,0,416
2708,5,19,24,0,416
2709,5,19,25,0,416
2710,5,19,5,0,417
2711,5,19,6,0,417
2712,5,19,7,0,417
2713,5,19,8,0,417
2714,5,19,9,0,417
2715,5,19,10,0,417
2716,5,19,11,0,417
2717,5,19,12,0,417
2718,5,19,13,0,417
2719,5,19,14,0,417
2720,5,19,16,0,417
2721,5,19,17,0,417
2722,5,19,18,0,417
2723,5,19,19,0,417
2724,5,19,20,0,417
2725,5,19,21,0,417
2726,5,19,22,0,417
2727,5,19,23,0,417
2728,5,19,24,0,417
2729,5,19,25,0,417
2730,5,32,15,1,418
2731,5,32,15,1,419
2732,5,32,15,1,420
2733,5,32,15,1,421
2734,5,32,15,1,422
2735,5,32,15,2,423
2736,5,32,15,2,424
2737,5,32,15,2,425
2738,5,32,15,2,426
2739,5,32,15,2,427
2740,5,32,15,3,428
2741,5,32,15,3,429
2742,5,32,15,3,430
2743,5,32,15,3,431
2744,5,32,15,3,432
2745,5,32,15,4,433
2746,5,32,15,4,434
2747,5,32,15,4,435
2748,5,32,15,4,436
2749,5,32,15,4,437
2750,5,32,16,1,438
2751,5,32,16,1,439
2752,5,32,16,1,440
2753,5,32,16,1,441
2754,5,32,16,1,442
2755,5,32,16,2,443
2756,5,32,16,2,444
2757,5,32,16,2,445
2758,5,32,16,2,446
2759,5,32,16,2,447
2760,5,32,16,3,448
2761,5,32,16,3,449
2762,5,32,16,3,450
2763,5,32,16,3,451
2764,5,32,16,3,452
2765,5,32,16,4,453
2766,5,32,16,4,454
2767,5,32,16,4,455
2768,5,32,16,4,456
2769,5,32,16,4,457
2770,5,32,18,1,458
2771,5,32,18,1,459
2772,5,32,18,1,460
2773,5,32,18,1,461
2774,5,32,18,1,462
2775,5,32,18,2,463
2776,5,32,18,2,464
2777,5,32,18,2,465
2778,5,32,18,2,466
2779,5,32,18,2,467
2780,5,32,18,3,468
2781,5,32,18,3,469
2782,5,32,18,3,470
2783,5,32,18,3,471
2784,5,32,18,3,472
2785,5,32,18,4,473
2786,5,32,18,4,474
2787,5,32,18,4,475
2788,5,32,18,4,476
2789,5,32,18,4,477
2790,5,32,19,1,478
2791,5,32,19,1,479
2792,5,32,19,1,480
2793,5,32,19,1,481
2794,5,32,19,1,482
2795,5,32,19,2,483
2796,5,32,19,2,484
2797,5,32,19,2,485
2798,5,32,19,2,486
2799,5,32,19,2,487
2800,5,32,19,3,488
2801,5,32,19,3,489
2802,5,32,19,3,490
2803,5,32,19,3,491
2804,5,32,19,3,492
2805,5,32,19,4,493
2806,5,32,19,4,494
2807,5,32,19,4,495
2808,5,32,19,4,496
2809,5,32,19,4,497
2810,5,32,20,1,498
2811,5,32,20,1,499
2812,5,32,20,1,500
2813,5,32,20,1,501
2814,5,32,20,1,502
2815,5,32,20,2,503
2816,5,32,20,2,504
2817,5,32,20,2,505
2818,5,32,20,2,506
2819,5,32,20,2,507
2820,5,32,20,3,508
2821,5,32,20,3,509
2822,5,32,20,3,510
2823,5,32,20,3,511
2824,5,32,20,3,512
2825,5,32,20,4,513
2826,5,32,20,4,514
2827,5,32,20,4,515
2828,5,32,20,4,516
2829,5,32,20,4,517
2830,5,32,21,1,518
2831,5,32,21,1,519
2832,5,32,21,1,520
2833,5,32,21,1,521
2834,5,32,21,1,522
2835,5,32,21,2,523
2836,5,32,21,2,524
2837,5,32,21,2,525
2838,5,32,21,2,526
2839,5,32,21,2,527
2840,5,32,21,3,528
2841,5,32,21,3,529
2842,5,32,21,3,530
2843,5,32,21,3,531
2844,5,32,21,3,532
2845,5,32,21,4,533
2846,5,32,21,4,534
2847,5,32,21,4,535
2848,5,32,21,4,536
2849,5,32,21,4,537
2850,5,32,22,1,538
2851,5,32,22,1,539
2852,5,32,22,1,540
2853,5,32,22,1,541
2854,5,32,22,1,542
2855,5,32,22,2,543
2856,5,32,22,2,544
2857,5,32,22,2,545
2858,5,32,22,2,546
2859,5,32,22,2,547
2860,5,32,22,3,548
2861,5,32,22,3,549
2862,5,32,22,3,550
2863,5,32,22,3,551
2864,5,32,22,3,552
2865,5,32,22,4,553
2866,5,32,22,4,554
2867,5,32,22,4,555
2868,5,32,22,4,556
2869,5,32,22,4,557
2870,5,32,23,1,558
2871,5,32,23,1,559
2872,5,32,23,1,560
2873,5,32,23,1,561
2874,5,32,23,1,562
2875,5,32,23,2,563
2876,5,32,23,2,564
2877,5,32,23,2,565
2878,5,32,23,2,566
2879,5,32,23,2,567
2880,5,32,23,3,568
2881,5,32,23,3,569
2882,5,32,23,3,570
2883,5,32,23,3,571
2884,5,32,23,3,572
2885,5,32,23,4,573
2886,5,32,23,4,574
2887,5,32,23,4,575
2888,5,32,23,4,576
2889,5,32,23,4,577
2890,5,32,28,1,578
2891,5,32,28,1,579
2892,5,32,28,1,580
2893,5,32,28,1,581
2894,5,32,28,1,582
2895,5,32,28,2,583
2896,5,32,28,2,584
2897,5,32,28,2,585
2898,5,32,28,2,586
2899,5,32,28,2,587
2900,5,32,28,3,588
2901,5,32,28,3,589
2902,5,32,28,3,590
2903,5,32,28,3,591
2904,5,32,28,3,592
2905,5,32,28,4,593
2906,5,32,28,4,594
2907,5,32,28,4,595
2908,5,32,28,4,596
2909,5,32,28,4,597
2910,5,32,29,1,598
2911,5,32,29,1,599
2912,5,32,29,1,600
2913,5,32,29,1,601
2914,5,32,29,1,602
2915,5,32,29,2,603
2916,5,32,29,2,604
2917,5,32,29,2,605
2918,5,32,29,2,606
2919,5,32,29,2,607
2920,5,32,29,3,608
2921,5,32,29,3,609
2922,5,32,29,3,610
2923,5,32,29,3,611
2924,5,32,29,3,612
2925,5,32,29,4,613
2926,5,32,29,4,614
2927,5,32,29,4,615
2928,5,32,29,4,616
2929,5,32,29,4,617
2930,5,35,10,0,618
2931,5,35,20,0,618
2932,5,35,30,0,618
2933,5,35,40,0,618
2934,5,35,50,0,618
2935,5,35,60,0,618
2936,5,35,70,0,618
2937,5,35,80,0,618
2938,5,35,90,0,618
2939,5,35,100,0,618
2940,5,35,110,0,618
2941,5,35,120,0,618
2942,5,35,130,0,618
2943,5,35,140,0,618
2944,5,35,150,0,618
2945,5,35,160,0,618
2946,5,35,170,0,618
2947,5,35,180,0,618
2948,5,35,190,0,618
2949,5,35,200,0,618
2950,5,95,10,0,619
2951,5,95,12,0,619
2952,5,95,14,0,619
2953,5,95,16,0,619
2954,5,95,18,0,619
2955,5,95,20,0,619
2956,5,95,22,0,619
2957,5,95,24,0,619
2958,5,95,26,0,619
2959,5,95,28,0,619
2960,5,95,30,0,619
2961,5,95,32,0,619
2962,5,95,34,0,619
2963,5,95,36,0,619
2964,5,95,38,0,619
2965,5,95,40,0,619
2966,5,95,42,0,619
2967,5,95,44,0,619
2968,5,95,46,0,619
2969,5,95,50,0,619
2970,7,142,25,0,620
2971,7,142,50,0,620
2972,7,142,75,0,620
2973,7,142,100,0,620
2974,7,142,125,0,620
2975,7,142,150,0,620
2976,7,142,175,0,620
2977,7,142,200,0,620
2978,7,142,225,0,620
2979,7,142,250,0,620
2980,7,142,275,0,620
2981,7,142,300,0,620
2982,7,142,325,0,620
2983,7,142,350,0,620
2984,7,142,375,0,620
2985,7,142,400,0,620
2986,7,142,425,0,620
2987,7,142,450,0,620
2988,7,142,475,0,620
2989,7,142,500,0,620
2990,7,141,100,0,621
2991,7,141,125,0,621
2992,7,141,150,0,621
2993,7,141,175,0,621
2994,7,141,200,0,621
2995,7,141,225,0,621
2996,7,141,250,0,621
2997,7,141,275,0,621
2998,7,141,300,0,621
2999,7,141,325,0,621
3000,7,141,350,0,621
3001,7,141,375,0,621
3002,7,141,400,0,621
3003,7,141,425,0,621
3004,7,141,450,0,621
3005,7,141,475,0,621
3006,7,141,500,0,621
3007,7,141,525,0,621
3008,7,141,550,0,621
3009,7,141,750,0,621
3010,7,33,44,1,622
3011,7,33,44,1,623
3012,7,33,44,1,624
3013,7,33,44,1,625
3014,7,33,44,1,626
3015,7,33,44,2,627
3016,7,33,44,2,628
3017,7,33,44,2,629
3018,7,33,44,2,630
3019,7,33,44,2,631
3020,7,33,44,3,632
3021,7,33,44,3,633
3022,7,33,44,3,634
3023,7,33,44,3,635
3024,7,33,44,3,636
3025,7,33,44,4,637
3026,7,33,44,4,638
3027,7,33,44,4,639
3028,7,33,44,4,640
3029,7,33,44,4,641
3030,7,33,46,1,642
3031,7,33,46,1,643
3032,7,33,46,1,644
3033,7,33,46,1,645
3034,7,33,46,1,646
3035,7,33,46,2,647
3036,7,33,46,2,648
3037,7,33,46,2,649
3038,7,33,46,2,650
3039,7,33,46,2,651
3040,7,33,46,3,652
3041,7,33,46,3,653
3042,7,33,46,3,654
3043,7,33,46,3,655
3044,7,33,46,3,656
3045,7,33,46,4,657
3046,7,33,46,4,658
3047,7,33,46,4,659
3048,7,33,46,4,660
3049,7,33,46,4,661
3050,7,33,45,1,662
3051,7,33,45,1,662
3052,7,33,45,1,662
3053,7,33,45,1,662
3054,7,33,45,1,662
3055,7,33,45,2,663
3056,7,33,45,2,663
3057,7,33,45,2,663
3058,7,33,45,2,663
3059,7,33,45,2,663
3060,7,33,45,3,664
3061,7,33,45,3,664
3062,7,33,45,3,664
3063,7,33,45,3,664
3064,7,33,45,3,664
3065,7,33,45,4,665
3066,7,33,45,4,665
3067,7,33,45,4,665
3068,7,33,45,4,665
3069,7,33,45,4,665
3070,7,33,44,1,666
3071,7,33,44,1,666
3072,7,33,44,1,666
3073,7,33,44,1,666
3074,7,33,44,1,666
3075,7,33,44,2,667
3076,7,33,44,2,667
3077,7,33,44,2,667
3078,7,33,44,2,667
3079,7,33,44,2,667
3080,7,33,44,3,668
3081,7,33,44,3,668
3082,7,33,44,3,668
3083,7,33,44,3,668
3084,7,33,44,3,668
3085,7,33,44,4,669
3086,7,33,44,4,669
3087,7,33,44,4,669
3088,7,33,44,4,669
3089,7,33,44,4,669
3090,7,33,46,1,670
3091,7,33,46,1,670
3092,7,33,46,1,670
3093,7,33,46,1,670
3094,7,33,46,1,670
3095,7,33,46,2,671
3096,7,33,46,2,671
3097,7,33,46,2,671
3098,7,33,46,2,671
3099,7,33,46,2,671
3100,7,33,46,3,672
3101,7,33,46,3,672
3102,7,33,46,3,672
3103,7,33,46,3,672
3104,7,33,46,3,672
3105,7,33,46,4,673
3106,7,33,46,4,673
3107,7,33,46,4,673
3108,7,33,46,4,673
3109,7,33,46,4,673
3110,7,33,44,1,674
3111,7,33,44,1,674
3112,7,33,44,1,674
3113,7,33,44,1,674
3114,7,33,44,1,674
3115,7,33,44,2,675
3116,7,33,44,2,675
3117,7,33,44,2,675
3118,7,33,44,2,675
3119,7,33,44,2,675
3120,7,33,44,3,676
3121,7,33,44,3,676
3122,7,33,44,3,676
3123,7,33,44,3,676
3124,7,33,44,3,676
3125,7,33,44,4,677
3126,7,33,44,4,677
3127,7,33,44,4,677
3128,7,33,44,4,677
3129,7,33,44,4,677
3130,7,33,46,1,678
3131,7,33,46,1,678
3132,7,33,46,1,678
3133,7,33,46,1,678
3134,7,33,46,1,678
3135,7,33,46,2,679
3136,7,33,46,2,679
3137,7,33,46,2,679
3138,7,33,46,2,679
3139,7,33,46,2,679
3140,7,33,46,3,680
3141,7,33,46,3,680
3142,7,33,46,3,680
3143,7,33,46,3,680
3144,7,33,46,3,680
3145,7,33,46,4,681
3146,7,33,46,4,681
3147,7,33,46,4,681
3148,7,33,46,4,681
3149,7,33,46,4,681
3150,7,73,1,0,682
3151,7,73,2,0,683
3152,7,73,3,0,684
3153,7,73,4,0,685
3154,7,73,5,0,686
3155,7,73,6,0,687
3156,7,19,5,0,688
3157,7,19,10,0,688
3158,7,19,15,0,688
3159,7,19,20,0,688
3160,7,19,25,0,688
3161,7,19,30,0,688
3162,7,19,35,0,688
3163,7,19,40,0,688
3164,7,19,45,0,688
3165,7,19,50,0,688
3166,7,19,55,0,688
3167,7,19,60,0,688
3168,7,19,65,0,688
3169,7,19,70,0,688
3170,7,19,75,0,688
3171,7,19,80,0,688
3172,7,19,85,0,688
3173,7,19,90,0,688
3174,7,19,95,0,688
3175,7,19,100,0,688
3176,5,74,1,0,689
3177,5,74,1,0,689
3178,5,74,1,0,689
3179,5,74,1,0,689
3180,5,74,1,0,689
3181,5,74,1,0,689
3182,5,74,1,0,689
3183,5,74,1,0,689
3184,5,74,1,0,689
3185,5,74,1,0,689
3186,5,74,1,0,689
3187,5,74,1,0,689
3188,5,74,1,0,689
3189,5,74,1,0,689
3190,5,74,1,0,689
3191,5,74,1,0,689
3192,5,74,1,0,689
3193,5,74,1,0,689
3194,5,74,1,0,689
3195,5,74,1,0,689
3196,5,74,2,0,690
3197,5,74,2,0,690
3198,5,74,2,0,690
3199,5,74,2,0,690
3200,5,74,2,0,690
3201,5,74,2,0,690
3202,5,74,2,0,690
3203,5,74,2,0,690
3204,5,74,2,0,690
3205,5,74,2,0,690
3206,5,74,2,0,690
3207,5,74,2,0,690
3208,5,74,2,0,690
3209,5,74,2,0,690
3210,5,74,2,0,690
3211,5,74,2,0,690
3212,5,74,2,0,690
3213,5,74,2,0,690
3214,5,74,2,0,690
3215,5,74,2,0,690
3216,5,74,3,0,691
3217,5,74,3,0,691
3218,5,74,3,0,691
3219,5,74,3,0,691
3220,5,74,3,0,691
3221,5,74,3,0,691
3222,5,74,3,0,691
3223,5,74,3,0,691
3224,5,74,3,0,691
3225,5,74,3,0,691
3226,5,74,3,0,691
3227,5,74,3,0,691
3228,5,74,3,0,691
3229,5,74,3,0,691
3230,5,74,3,0,691
3231,5,74,3,0,691
3232,5,74,3,0,691
3233,5,74,3,0,691
3234,5,74,3,0,691
3235,5,74,3,0,691
3236,5,74,4,0,692
3237,5,74,4,0,692
3238,5,74,4,0,692
3239,5,74,4,0,692
3240,5,74,4,0,692
3241,5,74,4,0,692
3242,5,74,4,0,692
3243,5,74,4,0,692
3244,5,74,4,0,692
3245,5,74,4,0,692
3246,5,74,4,0,692
3247,5,74,4,0,692
3248,5,74,4,0,692
3249,5,74,4,0,692
3250,5,74,4,0,692
3251,5,74,4,0,692
3252,5,74,4,0,692
3253,5,74,4,0,692
3254,5,74,4,0,692
3255,5,74,4,0,692
3256,5,74,5,0,693
3257,5,74,5,0,693
3258,5,74,5,0,693
3259,5,74,5,0,693
3260,5,74,5,0,693
3261,5,74,5,0,693
3262,5,74,5,0,693
3263,5,74,5,0,693
3264,5,74,5,0,693
3265,5,74,5,0,693
3266,5,74,5,0,693
3267,5,74,5,0,693
3268,5,74,5,0,693
3269,5,74,5,0,693
3270,5,74,5,0,693
3271,5,74,5,0,693
3272,5,74,5,0,693
3273,5,74,5,0,693
3274,5,74,5,0,693
3275,5,74,5,0,693
3276,5,74,6,0,694
3277,5,74,6,0,694
3278,5,74,6,0,694
3279,5,74,6,0,694
3280,5,74,6,0,694
3281,5,74,6,0,694
3282,5,74,6,0,694
3283,5,74,6,0,694
3284,5,74,6,0,694
3285,5,74,6,0,694
3286,5,74,6,0,694
3287,5,74,6,0,694
3288,5,74,6,0,694
3289,5,74,6,0,694
3290,5,74,6,0,694
3291,5,74,6,0,694
3292,5,74,6,0,694
3293,5,74,6,0,694
3294,5,74,6,0,694
3295,5,74,6,0,694
3296,10,34,10,0,695
3297,10,34,11,0,695
