ID,Name,PartsName,LotRank,Lock,GoldBox,SilverBox,BronzeBox
1362,Tail,1625,12,0,0,0,103
1363,Horn,1577,12,0,0,0,103
1364,Left_Feeler,1583,12,0,0,0,103
1365,Right_Feeler,1606,12,0,0,0,103
1366,Left_Front_Leg,1584,12,0,0,0,103
1367,Right_Front_Leg,1607,12,0,0,0,103
1368,Left_Back_Leg,1581,12,0,0,0,103
1369,Right_Back_Leg,1604,12,0,0,0,103
1370,WEAK_POINT,1630,12,0,0,0,103
1371,"【本体】",1589,17,0,8,314,104
1372,Head,1568,12,0,0,0,104
1373,Tail,1625,12,0,0,0,104
1374,Horn,1577,12,0,0,0,104
1375,Left_Feeler,1583,12,0,0,0,104
1376,Right_Feeler,1606,12,0,0,0,104
1377,Left_Front_Leg,1584,12,0,0,0,104
1378,Right_Front_Leg,1607,12,0,0,0,104
1379,Left_Back_Leg,1581,12,0,0,0,104
1380,Right_Back_Leg,1604,12,0,0,0,104
1381,WEAK_POINT,1630,12,0,0,0,104
1382,"【本体】",1589,11,0,8,420,104
1383,Head,1568,12,0,0,0,104
1384,Tail,1625,12,0,0,0,104
1385,Horn,1577,12,0,0,0,104
1386,Left_Feeler,1583,12,0,0,0,104
1387,Right_Feeler,1606,12,0,0,0,104
1388,Left_Front_Leg,1584,12,0,0,0,104
1389,Right_Front_Leg,1607,12,0,0,0,104
1390,Left_Back_Leg,1581,12,0,0,0,104
1391,Right_Back_Leg,1604,12,0,0,0,104
1392,WEAK_POINT,1630,12,0,0,0,104
1393,"【本体】",1589,17,0,8,314,105
1394,Head,1568,12,0,0,0,105
1395,Tail,1625,12,0,0,0,105
1396,Horn,1577,12,0,0,0,105
1397,Left_Feeler,1583,12,0,0,0,105
1398,Right_Feeler,1606,12,0,0,0,105
1399,Left_Front_Leg,1584,12,0,0,0,105
1400,Right_Front_Leg,1607,12,0,0,0,105
1401,Left_Back_Leg,1581,12,0,0,0,105
1402,Right_Back_Leg,1604,12,0,0,0,105
1403,WEAK_POINT,1630,12,0,0,0,105
1404,"【本体】",1589,11,0,8,421,105
1405,Head,1568,12,0,0,0,105
1406,Tail,1625,12,0,0,0,105
1407,Horn,1577,12,0,0,0,105
1408,Left_Feeler,1583,12,0,0,0,105
1409,Right_Feeler,1606,12,0,0,0,105
1410,Left_Front_Leg,1584,12,0,0,0,105
1411,Right_Front_Leg,1607,12,0,0,0,105
1412,Left_Back_Leg,1581,12,0,0,0,105
1413,Right_Back_Leg,1604,12,0,0,0,105
1414,WEAK_POINT,1630,12,0,0,0,105
1415,"【本体】",1589,17,0,8,314,106
1416,Head,1568,12,0,0,0,106
1417,Tail,1625,12,0,0,0,106
1418,Horn,1577,12,0,0,0,106
1419,Left_Feeler,1583,12,0,0,0,106
1420,Right_Feeler,1606,12,0,0,0,106
1421,Left_Front_Leg,1584,12,0,0,0,106
1422,Right_Front_Leg,1607,12,0,0,0,106
1423,Left_Back_Leg,1581,12,0,0,0,106
1424,Right_Back_Leg,1604,12,0,0,0,106
1425,WEAK_POINT,1630,12,0,0,0,106
1426,"【本体】",1589,11,0,8,422,106
1427,Head,1568,12,0,0,0,106
1428,Tail,1625,12,0,0,0,106
1429,Horn,1577,12,0,0,0,106
1430,Left_Feeler,1583,12,0,0,0,106
1431,Right_Feeler,1606,12,0,0,0,106
1432,Left_Front_Leg,1584,12,0,0,0,106
1433,Right_Front_Leg,1607,12,0,0,0,106
1434,Left_Back_Leg,1581,12,0,0,0,106
1435,Right_Back_Leg,1604,12,0,0,0,106
1436,WEAK_POINT,1630,12,0,0,0,106
1437,"【本体】",1589,3,0,6,312,107
1438,Head,1568,7,0,0,0,107
1439,Tail,1625,7,0,0,0,107
1440,Horn,1577,7,0,0,0,107
1441,Left_Feeler,1583,7,0,0,0,107
1442,Right_Feeler,1606,7,0,0,0,107
1443,Left_Front_Leg,1584,7,0,0,0,107
1444,Right_Front_Leg,1607,7,0,0,0,107
1445,Left_Back_Leg,1581,7,0,0,0,107
1446,Right_Back_Leg,1604,7,0,0,0,107
1447,WEAK_POINT,1630,7,0,0,0,107
1448,"【本体】",1589,11,0,6,423,107
1449,Head,1568,12,0,0,0,107
1450,Tail,1625,12,0,0,0,107
1451,Horn,1577,12,0,0,0,107
1452,Left_Feeler,1583,12,0,0,0,107
1453,Right_Feeler,1606,12,0,0,0,107
1454,Left_Front_Leg,1584,12,0,0,0,107
1455,Right_Front_Leg,1607,12,0,0,0,107
1456,Left_Back_Leg,1581,12,0,0,0,107
1457,Right_Back_Leg,1604,12,0,0,0,107
1458,WEAK_POINT,1630,12,0,0,0,107
1459,"【本体】",1589,2,0,1,44,108
1460,arm_L,1505,7,0,0,0,108
1461,arm_R,1506,7,0,0,0,108
1462,tail,1625,7,0,0,0,108
1463,head,1568,7,0,0,0,108
1464,"【本体】",1589,11,0,1,158,108
1465,arm_L,1505,12,0,0,0,108
1466,arm_R,1506,12,0,0,0,108
1467,tail,1625,12,0,0,0,108
1468,head,1568,12,0,0,0,108
1469,"【本体】",1589,2,0,1,44,109
1470,arm_L,1505,7,0,0,0,109
1471,arm_R,1506,7,0,0,0,109
1472,tail,1625,7,0,0,0,109
1473,head,1568,7,0,0,0,109
1474,"【本体】",1589,11,0,1,159,109
1475,arm_L,1505,12,0,0,0,109
1476,arm_R,1506,12,0,0,0,109
1477,tail,1625,12,0,0,0,109
1478,head,1568,12,0,0,0,109
1479,"【本体】",1589,2,0,1,44,110
1480,arm_L,1505,7,0,0,0,110
1481,arm_R,1506,7,0,0,0,110
1482,tail,1625,7,0,0,0,110
1483,head,1568,7,0,0,0,110
1484,"【本体】",1589,11,0,1,160,110
1485,arm_L,1505,12,0,0,0,110
1486,arm_R,1506,12,0,0,0,110
1487,tail,1625,12,0,0,0,110
1488,head,1568,12,0,0,0,110
1489,"【本体】",1589,3,0,6,312,111
1490,ear_L,1543,7,0,0,0,111
1491,ear_R,1544,7,0,0,0,111
1492,head,1568,7,0,0,0,111
1493,back,1511,7,0,0,0,111
1494,belly,1521,7,0,0,0,111
1495,"【本体】",1589,11,0,6,427,111
1496,ear_L,1543,12,0,0,0,111
1497,ear_R,1544,12,0,0,0,111
1498,head,1568,12,0,0,0,111
1499,back,1511,12,0,0,0,111
1500,belly,1521,12,0,0,0,111
1501,"【本体】",1589,3,0,6,312,112
1502,ear_L,1543,7,0,0,0,112
1503,ear_R,1544,7,0,0,0,112
1504,head,1568,7,0,0,0,112
1505,back,1511,7,0,0,0,112
1506,belly,1521,7,0,0,0,112
1507,"【本体】",1589,23,0,6,312,112
1508,ear_L,1543,7,0,0,0,112
1509,ear_R,1544,7,0,0,0,112
1510,head,1568,7,0,0,0,112
1511,back,1511,7,0,0,0,112
1512,belly,1521,7,0,0,0,112
1513,"【本体】",1589,11,0,6,428,112
1514,ear_L,1543,12,0,0,0,112
1515,ear_R,1544,12,0,0,0,112
1516,head,1568,12,0,0,0,112
1517,back,1511,12,0,0,0,112
1518,belly,1521,12,0,0,0,112
1519,"【本体】",1589,3,0,6,312,113
1520,ear_L,1543,7,0,0,0,113
1521,ear_R,1544,7,0,0,0,113
1522,head,1568,7,0,0,0,113
1523,back,1511,7,0,0,0,113
1524,belly,1521,7,0,0,0,113
1525,"【本体】",1589,11,0,6,429,113
1526,ear_L,1543,12,0,0,0,113
1527,ear_R,1544,12,0,0,0,113
1528,head,1568,12,0,0,0,113
1529,back,1511,12,0,0,0,113
1530,belly,1521,12,0,0,0,113
1531,"【本体】",1589,3,0,6,312,114
1532,ear_L,1543,7,0,0,0,114
1533,ear_R,1544,7,0,0,0,114
1534,head,1568,7,0,0,0,114
1535,back,1511,7,0,0,0,114
1536,belly,1521,7,0,0,0,114
1537,"【本体】",1589,11,0,6,430,114
1538,ear_L,1543,12,0,0,0,114
1539,ear_R,1544,12,0,0,0,114
1540,head,1568,12,0,0,0,114
1541,back,1511,12,0,0,0,114
1542,belly,1521,12,0,0,0,114
1543,"【本体】",1589,2,0,1,44,115
1544,wing,1650,7,0,0,0,115
1545,"【本体】",1589,11,0,1,165,115
1546,wing,1650,12,0,0,0,115
1547,"【本体】",1589,2,0,1,44,116
1548,wing,1650,7,0,0,0,116
1549,"【本体】",1589,11,0,1,166,116
1550,wing,1650,12,0,0,0,116
1551,"【本体】",1589,2,0,1,44,117
1552,wing,1650,7,0,0,0,117
1553,"【本体】",1589,11,0,1,167,117
1554,wing,1650,12,0,0,0,117
1555,"【本体】",1589,2,0,1,44,118
1556,wing,1650,7,0,0,0,118
1557,"【本体】",1589,11,0,1,168,261
1558,wing,1650,12,0,0,0,261
1559,"【本体】",1589,11,0,1,168,262
1560,wing,1650,12,0,0,0,262
1561,"【本体】",1589,11,0,1,168,263
1562,wing,1650,12,0,0,0,263
1563,"【本体】",1589,11,0,1,168,264
1564,wing,1650,12,0,0,0,264
1565,"【本体】",1589,11,0,1,168,265
1566,wing,1650,12,0,0,0,265
1567,"【本体】",1589,2,0,1,44,119
1568,wing,1650,7,0,0,0,119
1569,"【本体】",1589,11,0,1,169,119
1570,wing,1650,12,0,0,0,119
1571,"【本体】",1589,2,0,3,46,120
1572,mouth,1596,7,0,0,0,120
1573,tail,1625,7,0,0,0,120
1574,"【本体】",1589,11,0,3,170,120
1575,mouth,1596,12,0,0,0,120
1576,tail,1625,12,0,0,0,120
1577,"【本体】",1589,2,0,3,46,121
1578,mouth,1596,7,0,0,0,121
1579,tail,1625,7,0,0,0,121
1580,"【本体】",1589,11,0,3,171,121
1581,mouth,1596,12,0,0,0,121
1582,tail,1625,12,0,0,0,121
1583,"【本体】",1589,2,0,3,46,122
1584,mouth,1596,7,0,0,0,122
1585,tail,1625,7,0,0,0,122
1586,"【本体】",1589,11,0,3,172,122
1587,mouth,1596,12,0,0,0,122
1588,tail,1625,12,0,0,0,122
1589,"【本体】",1589,2,0,3,46,123
1590,mouth,1596,7,0,0,0,123
1591,tail,1625,7,0,0,0,123
1592,"【本体】",1589,11,0,3,173,123
1593,mouth,1596,12,0,0,0,123
1594,tail,1625,12,0,0,0,123
1595,"【本体】",1589,2,0,3,46,124
1596,mouth,1596,7,0,0,0,124
1597,tail,1625,7,0,0,0,124
1598,"【本体】",1589,11,0,3,174,124
1599,mouth,1596,12,0,0,0,124
1600,tail,1625,12,0,0,0,124
1601,"【本体】",1589,2,0,3,46,125
1602,mouth,1596,7,0,0,0,125
1603,tail,1625,7,0,0,0,125
1604,"【本体】",1589,11,0,3,175,125
1605,mouth,1596,12,0,0,0,125
1606,tail,1625,12,0,0,0,125
1607,"【本体】",1589,2,0,3,46,126
1608,hip,1574,7,0,0,0,126
1609,"【本体】",1589,11,0,3,176,126
1610,hip,1574,12,0,0,0,126
1611,"【本体】",1589,2,0,3,46,127
1612,hip,1574,7,0,0,0,127
1613,"【本体】",1589,11,0,3,177,127
1614,hip,1574,12,0,0,0,127
1615,"【本体】",1589,17,0,3,46,131
1616,head,1568,12,0,0,0,131
1617,arm_L,1505,12,0,0,0,131
1618,arm_R,1506,12,0,0,0,131
1619,tail,1625,12,0,0,0,131
1620,"【本体】",1589,11,0,3,180,131
1621,head,1568,12,0,0,0,131
1622,arm_L,1505,12,0,0,0,131
1623,arm_R,1506,12,0,0,0,131
1624,tail,1625,12,0,0,0,131
1625,"【本体】",1589,17,0,3,46,132
1626,head,1568,12,0,0,0,132
1627,arm_L,1505,12,0,0,0,132
1628,arm_R,1506,12,0,0,0,132
1629,tail,1625,12,0,0,0,132
1630,"【本体】",1589,11,0,3,181,132
1631,head,1568,12,0,0,0,132
1632,arm_L,1505,12,0,0,0,132
1633,arm_R,1506,12,0,0,0,132
1634,tail,1625,12,0,0,0,132
1635,"【本体】",1589,17,0,3,46,133
1636,head,1568,12,0,0,0,133
1637,arm_L,1505,12,0,0,0,133
1638,arm_R,1506,12,0,0,0,133
1639,tail,1625,12,0,0,0,133
1640,"【本体】",1589,11,0,3,182,133
1641,head,1568,12,0,0,0,133
1642,arm_L,1505,12,0,0,0,133
1643,arm_R,1506,12,0,0,0,133
1644,tail,1625,12,0,0,0,133
1645,"【本体】",1589,17,0,3,46,134
1646,head,1568,12,0,0,0,134
1647,arm_L,1505,12,0,0,0,134
1648,arm_R,1506,12,0,0,0,134
1649,tail,1625,12,0,0,0,134
1650,"【本体】",1589,11,0,3,183,134
1651,head,1568,12,0,0,0,134
1652,arm_L,1505,12,0,0,0,134
1653,arm_R,1506,12,0,0,0,134
1654,tail,1625,12,0,0,0,134
1655,"【本体】",1589,17,0,3,46,135
1656,head,1568,12,0,0,0,135
1657,arm_L,1505,12,0,0,0,135
1658,arm_R,1506,12,0,0,0,135
1659,tail,1625,12,0,0,0,135
1660,"【本体】",1589,11,0,3,184,135
1661,head,1568,12,0,0,0,135
1662,arm_L,1505,12,0,0,0,135
1663,arm_R,1506,12,0,0,0,135
1664,tail,1625,12,0,0,0,135
1665,"【本体】",1589,2,0,8,314,136
1666,lantern,1580,7,0,0,0,136
1667,tail,1625,7,0,0,0,136
1668,mouth,1596,7,0,0,0,136
1669,belly,1521,7,0,0,0,136
1670,"【本体】",1589,11,0,8,451,136
1671,lantern,1580,12,0,0,0,136
1672,tail,1625,12,0,0,0,136
1673,mouth,1596,12,0,0,0,136
1674,belly,1521,12,0,0,0,136
1675,"【本体】",1589,2,0,8,314,137
1676,lantern,1580,7,0,0,0,137
1677,tail,1625,7,0,0,0,137
1678,mouth,1596,7,0,0,0,137
1679,belly,1521,7,0,0,0,137
1680,"【本体】",1589,11,0,8,452,137
1681,lantern,1580,12,0,0,0,137
1682,tail,1625,12,0,0,0,137
1683,mouth,1596,12,0,0,0,137
1684,belly,1521,12,0,0,0,137
1685,"【本体】",1589,2,0,8,314,138
1686,lantern,1580,7,0,0,0,138
1687,tail,1625,7,0,0,0,138
1688,mouth,1596,7,0,0,0,138
1689,belly,1521,7,0,0,0,138
1690,"【本体】",1589,11,0,8,453,138
1691,lantern,1580,12,0,0,0,138
1692,tail,1625,12,0,0,0,138
1693,mouth,1596,12,0,0,0,138
1694,belly,1521,12,0,0,0,138
1695,"【本体】",1589,2,0,8,314,139
1696,lantern,1580,7,0,0,0,139
1697,tail,1625,7,0,0,0,139
1698,mouth,1596,7,0,0,0,139
1699,belly,1521,7,0,0,0,139
1700,"【本体】",1589,11,0,8,454,139
1701,lantern,1580,12,0,0,0,139
1702,tail,1625,12,0,0,0,139
1703,mouth,1596,12,0,0,0,139
1704,belly,1521,12,0,0,0,139
1705,"【本体】",1589,2,0,6,312,140
1706,tent_L,1627,7,0,0,0,140
1707,tent_R,1628,7,0,0,0,140
1708,face,1549,7,0,0,0,140
1709,tail,1625,7,0,0,0,140
1710,"【本体】",1589,22,0,6,312,140
1711,tent_L,1627,7,0,0,0,140
1712,tent_R,1628,7,0,0,0,140
1713,face,1549,7,0,0,0,140
1714,tail,1625,7,0,0,0,140
1715,"【本体】",1589,11,0,6,455,140
1716,tent_L,1627,12,0,0,0,140
1717,tent_R,1628,12,0,0,0,140
1718,face,1549,12,0,0,0,140
1719,tail,1625,12,0,0,0,140
1720,"【本体】",1589,2,0,8,314,141
1721,tent_L,1627,7,0,0,0,141
1722,tent_R,1628,7,0,0,0,141
1723,face,1549,7,0,0,0,141
1724,tail,1625,7,0,0,0,141
1725,"【本体】",1589,11,0,8,456,141
1726,tent_L,1627,12,0,0,0,141
1727,tent_R,1628,12,0,0,0,141
1728,face,1549,12,0,0,0,141
1729,tail,1625,12,0,0,0,141
1730,"【本体】",1589,2,0,6,312,142
1731,tent_L,1627,7,0,0,0,142
1732,tent_R,1628,7,0,0,0,142
1733,face,1549,7,0,0,0,142
1734,tail,1625,7,0,0,0,142
1735,"【本体】",1589,11,0,6,457,142
1736,tent_L,1627,12,0,0,0,142
1737,tent_R,1628,12,0,0,0,142
1738,face,1549,12,0,0,0,142
1739,tail,1625,12,0,0,0,142
1740,"【本体】",1589,2,0,8,314,143
1741,tent_L,1627,7,0,0,0,143
1742,tent_R,1628,7,0,0,0,143
1743,face,1549,7,0,0,0,143
1744,tail,1625,7,0,0,0,143
1745,"【本体】",1589,11,0,8,458,143
1746,tent_L,1627,12,0,0,0,143
1747,tent_R,1628,12,0,0,0,143
1748,face,1549,12,0,0,0,143
1749,tail,1625,12,0,0,0,143
1750,"【本体】",1589,2,0,8,314,144
1751,tent_L,1627,7,0,0,0,144
1752,tent_R,1628,7,0,0,0,144
1753,face,1549,7,0,0,0,144
1754,tail,1625,7,0,0,0,144
1755,"【本体】",1589,11,0,8,459,144
1756,tent_L,1627,12,0,0,0,144
1757,tent_R,1628,12,0,0,0,144
1758,face,1549,12,0,0,0,144
1759,tail,1625,12,0,0,0,144
1760,"【本体】",1589,2,0,8,314,145
1761,tent_L,1627,7,0,0,0,145
1762,tent_R,1628,7,0,0,0,145
1763,face,1549,7,0,0,0,145
1764,tail,1625,7,0,0,0,145
1765,"【本体】",1589,11,0,8,460,145
1766,tent_L,1627,12,0,0,0,145
1767,tent_R,1628,12,0,0,0,145
1768,face,1549,12,0,0,0,145
1769,tail,1625,12,0,0,0,145
1770,"【本体】",1589,2,0,1,44,146
1771,horn,1577,7,0,0,0,146
1772,back,1511,7,0,0,0,146
1773,"【本体】",1589,11,0,1,195,146
1774,horn,1577,12,0,0,0,146
1775,back,1511,12,0,0,0,146
1776,"【本体】",1589,2,0,1,44,147
1777,horn,1577,7,0,0,0,147
1778,back,1511,7,0,0,0,147
1779,"【本体】",1589,11,0,1,196,147
1780,horn,1577,12,0,0,0,147
1781,back,1511,12,0,0,0,147
1782,"【本体】",1589,2,0,1,44,148
1783,horn,1577,7,0,0,0,148
1784,back,1511,7,0,0,0,148
1785,"【本体】",1589,22,0,1,44,148
1786,horn,1577,7,0,0,0,148
1787,back,1511,7,0,0,0,148
1788,"【本体】",1589,11,0,1,197,148
1789,horn,1577,12,0,0,0,148
1790,back,1511,12,0,0,0,148
1791,"【本体】",1589,2,0,1,44,149
1792,horn,1577,7,0,0,0,149
1793,back,1511,7,0,0,0,149
1794,"【本体】",1589,11,0,1,198,149
1795,horn,1577,12,0,0,0,149
1796,back,1511,12,0,0,0,149
1797,"【本体】",1589,17,0,8,314,150
1798,tail,1625,12,0,0,0,150
1799,fee_L,1550,12,0,0,0,150
1800,fee_R,1551,12,0,0,0,150
1801,baloon_L,1518,12,0,0,0,150
1802,baloon_R,1519,12,0,0,0,150
1803,mouth,1596,12,0,0,0,150
1804,"【本体】",1589,11,0,8,465,150
1805,tail,1625,12,0,0,0,150
1806,fee_L,1550,12,0,0,0,150
1807,fee_R,1551,12,0,0,0,150
1808,baloon_L,1518,12,0,0,0,150
1809,baloon_R,1519,12,0,0,0,150
1810,mouth,1596,12,0,0,0,150
1811,"【本体】",1589,17,0,8,314,151
1812,jet,1579,12,0,0,0,151
1813,fee_L,1550,12,0,0,0,151
1814,fee_R,1551,12,0,0,0,151
1815,sona_L,1615,12,0,0,0,151
1816,sona_R,1616,12,0,0,0,151
1817,mouth,1596,12,0,0,0,151
1818,"【本体】",1589,11,0,8,466,151
1819,jet,1579,12,0,0,0,151
1820,fee_L,1550,12,0,0,0,151
1821,fee_R,1551,12,0,0,0,151
1822,sona_L,1615,12,0,0,0,151
1823,sona_R,1616,12,0,0,0,151
1824,mouth,1596,12,0,0,0,151
1825,"【本体】",1589,17,0,8,314,152
1826,tail,1625,12,0,0,0,152
1827,fee_L,1550,12,0,0,0,152
1828,fee_R,1551,12,0,0,0,152
1829,baloon_L,1518,12,0,0,0,152
1830,baloon_R,1519,12,0,0,0,152
1831,mouth,1596,12,0,0,0,152
1832,"【本体】",1589,11,0,8,467,152
1833,tail,1625,12,0,0,0,152
1834,fee_L,1550,12,0,0,0,152
1835,fee_R,1551,12,0,0,0,152
1836,baloon_L,1518,12,0,0,0,152
1837,baloon_R,1519,12,0,0,0,152
1838,mouth,1596,12,0,0,0,152
1839,"【本体】",1589,17,0,8,314,153
1840,jet,1579,12,0,0,0,153
1841,fee_L,1550,12,0,0,0,153
1842,fee_R,1551,12,0,0,0,153
1843,sona_L,1615,12,0,0,0,153
1844,sona_R,1616,12,0,0,0,153
1845,mouth,1596,12,0,0,0,153
1846,"【本体】",1589,11,0,8,468,153
1847,jet,1579,12,0,0,0,153
1848,fee_L,1550,12,0,0,0,153
1849,fee_R,1551,12,0,0,0,153
1850,sona_L,1615,12,0,0,0,153
1851,sona_R,1616,12,0,0,0,153
1852,mouth,1596,12,0,0,0,153
1853,"【本体】",1589,3,0,6,312,154
1854,Head,1568,7,0,0,0,154
1855,Head2,1571,7,0,0,0,154
1856,Tail,1625,7,0,0,0,154
1857,"【本体】",1589,11,0,6,469,154
1858,Head,1568,12,0,0,0,154
1859,Head2,1571,12,0,0,0,154
1860,Tail,1625,12,0,0,0,154
1861,"【本体】",1589,3,0,6,312,155
1862,shield,1612,7,0,0,0,155
1863,body,1524,7,0,0,0,155
1864,tail,1625,7,0,0,0,155
1865,"【本体】",1589,11,0,6,470,155
1866,shield,1612,12,0,0,0,155
1867,body,1524,12,0,0,0,155
1868,tail,1625,12,0,0,0,155
1869,"【本体】",1589,3,0,6,312,156
1870,Head,1568,7,0,0,0,156
1871,Head2,1571,7,0,0,0,156
1872,Tail,1625,7,0,0,0,156
1873,"【本体】",1589,11,0,6,471,156
1874,Head,1568,12,0,0,0,156
1875,Head2,1571,12,0,0,0,156
1876,Tail,1625,12,0,0,0,156
1877,"【本体】",1589,3,0,6,312,157
1878,shield,1612,7,0,0,0,157
1879,body,1524,7,0,0,0,157
1880,tail,1625,7,0,0,0,157
1881,"【本体】",1589,11,0,6,472,157
1882,shield,1612,12,0,0,0,157
1883,body,1524,12,0,0,0,157
1884,tail,1625,12,0,0,0,157
1885,"【本体】",1589,3,0,6,312,158
1886,shield,1612,7,0,0,0,158
1887,body,1524,7,0,0,0,158
1888,tail,1625,7,0,0,0,158
1889,"【本体】",1589,11,0,6,473,158
1890,shield,1612,12,0,0,0,158
1891,body,1524,12,0,0,0,158
1892,tail,1625,12,0,0,0,158
1893,"【本体】",1589,17,0,8,314,159
1894,head,1568,12,0,0,0,159
1895,head2,1571,12,0,0,0,159
1896,claw_L,1534,12,0,0,0,159
1897,claw_R,1535,12,0,0,0,159
1898,foot_L,1556,12,0,0,0,159
1899,foot_R,1557,12,0,0,0,159
1900,"【本体】",1589,11,0,8,474,159
1901,head,1568,12,0,0,0,159
1902,head2,1571,12,0,0,0,159
1903,claw_L,1534,12,0,0,0,159
1904,claw_R,1535,12,0,0,0,159
1905,foot_L,1556,12,0,0,0,159
1906,foot_R,1557,12,0,0,0,159
1907,"【本体】",1589,17,0,8,314,160
1908,head,1568,12,0,0,0,160
1909,head2,1571,12,0,0,0,160
1910,claw_L,1534,12,0,0,0,160
1911,claw_R,1535,12,0,0,0,160
1912,foot_L,1556,12,0,0,0,160
1913,foot_R,1557,12,0,0,0,160
1914,"【本体】",1589,11,0,8,475,160
1915,head,1568,12,0,0,0,160
1916,head2,1571,12,0,0,0,160
1917,claw_L,1534,12,0,0,0,160
1918,claw_R,1535,12,0,0,0,160
1919,foot_L,1556,12,0,0,0,160
1920,foot_R,1557,12,0,0,0,160
1921,"【本体】",1589,17,0,8,314,161
1922,head,1568,12,0,0,0,161
1923,head2,1571,12,0,0,0,161
1924,claw_L,1534,12,0,0,0,161
1925,claw_R,1535,12,0,0,0,161
1926,foot_L,1556,12,0,0,0,161
1927,foot_R,1557,12,0,0,0,161
1928,"【本体】",1589,11,0,8,476,161
1929,head,1568,12,0,0,0,161
1930,head2,1571,12,0,0,0,161
1931,claw_L,1534,12,0,0,0,161
1932,claw_R,1535,12,0,0,0,161
1933,foot_L,1556,12,0,0,0,161
1934,foot_R,1557,12,0,0,0,161
1935,"【本体】",1589,17,0,8,314,162
1936,head,1568,12,0,0,0,162
1937,head2,1571,12,0,0,0,162
1938,claw_L,1534,12,0,0,0,162
1939,claw_R,1535,12,0,0,0,162
1940,foot_L,1556,12,0,0,0,162
1941,foot_R,1557,12,0,0,0,162
1942,"【本体】",1589,11,0,8,477,162
1943,head,1568,12,0,0,0,162
1944,head2,1571,12,0,0,0,162
1945,claw_L,1534,12,0,0,0,162
1946,claw_R,1535,12,0,0,0,162
1947,foot_L,1556,12,0,0,0,162
1948,foot_R,1557,12,0,0,0,162
1949,"【本体】",1589,17,0,8,314,163
1950,head,1568,12,0,0,0,163
1951,head2,1571,12,0,0,0,163
1952,claw_L,1534,12,0,0,0,163
1953,claw_R,1535,12,0,0,0,163
1954,foot_L,1556,12,0,0,0,163
1955,foot_R,1557,12,0,0,0,163
1956,"【本体】",1589,11,0,8,478,163
1957,head,1568,12,0,0,0,163
1958,head2,1571,12,0,0,0,163
1959,claw_L,1534,12,0,0,0,163
1960,claw_R,1535,12,0,0,0,163
1961,foot_L,1556,12,0,0,0,163
1962,foot_R,1557,12,0,0,0,163
1963,"【本体】",1589,2,0,1,44,164
1964,horn,1577,7,0,0,0,164
1965,wingL,1654,7,0,0,0,164
1966,wingR,1655,7,0,0,0,164
1967,"【本体】",1589,11,0,1,213,164
1968,horn,1577,12,0,0,0,164
1969,wingL,1654,12,0,0,0,164
1970,wingR,1655,12,0,0,0,164
1971,"【本体】",1589,2,0,1,44,165
1972,horn,1577,7,0,0,0,165
1973,wingL,1654,7,0,0,0,165
1974,wingR,1655,7,0,0,0,165
1975,"【本体】",1589,11,0,1,214,165
1976,horn,1577,12,0,0,0,165
1977,wingL,1654,12,0,0,0,165
1978,wingR,1655,12,0,0,0,165
1979,"【本体】",1589,2,0,1,44,166
1980,horn,1577,7,0,0,0,166
1981,wingL,1654,7,0,0,0,166
1982,wingR,1655,7,0,0,0,166
1983,"【本体】",1589,11,0,1,215,166
1984,horn,1577,12,0,0,0,166
1985,wingL,1654,12,0,0,0,166
1986,wingR,1655,12,0,0,0,166
1987,"【本体】",1589,2,0,1,44,167
1988,horn,1577,7,0,0,0,167
1989,wingL,1654,7,0,0,0,167
1990,wingR,1655,7,0,0,0,167
1991,"【本体】",1589,11,0,1,216,167
1992,horn,1577,12,0,0,0,167
1993,wingL,1654,12,0,0,0,167
1994,wingR,1655,12,0,0,0,167
1995,"【本体】",1589,2,0,1,44,168
1996,horn,1577,7,0,0,0,168
1997,wingL,1654,7,0,0,0,168
1998,wingR,1655,7,0,0,0,168
1999,"【本体】",1589,11,0,1,217,168
2000,horn,1577,12,0,0,0,168
2001,wingL,1654,12,0,0,0,168
2002,wingR,1655,12,0,0,0,168
2003,"【本体】",1589,2,0,1,44,169
2004,horn,1577,7,0,0,0,169
2005,wingL,1654,7,0,0,0,169
2006,wingR,1655,7,0,0,0,169
2007,"【本体】",1589,11,0,1,218,169
2008,horn,1577,12,0,0,0,169
2009,wingL,1654,12,0,0,0,169
2010,wingR,1655,12,0,0,0,169
2011,"【本体】",1589,2,0,3,46,170
2012,head,1568,7,0,0,0,170
2013,tail,1625,7,0,0,0,170
2014,forearm_L,1558,7,0,0,0,170
2015,forearm_R,1559,7,0,0,0,170
2016,"【本体】",1589,11,0,3,219,170
2017,head,1568,12,0,0,0,170
2018,tail,1625,12,0,0,0,170
2019,forearm_L,1558,12,0,0,0,170
2020,forearm_R,1559,12,0,0,0,170
2021,"【本体】",1589,2,0,3,46,171
2022,head,1568,7,0,0,0,171
2023,hip,1574,7,0,0,0,171
2024,forearm_L,1558,7,0,0,0,171
2025,forearm_R,1559,7,0,0,0,171
2026,"【本体】",1589,14,1,0,4,171
2027,head,1568,7,0,0,0,171
2028,hip,1574,7,0,0,0,171
2029,forearm_L,1558,7,0,0,0,171
2030,forearm_R,1559,7,0,0,0,171
2031,"【本体】",1589,14,1,0,6,171
2032,head,1568,7,0,0,0,171
2033,hip,1574,7,0,0,0,171
2034,forearm_L,1558,7,0,0,0,171
2035,forearm_R,1559,7,0,0,0,171
